transition,h1_observations,h1_frequency_share,valid_block_count,valid_block_min_count,valid_block_max_count,epsilon_median_hours,epsilon_q75_hours,epsilon_q90_hours,epsilon_max_hours,delay_cap_hours,grid_step_hours,candidate_h1_only,calibration_role
Record Goods Receipt -> Vendor creates invoice,39606,0.06002482468889572,13,592,3942,17.62520610585298,23.197834129134947,33.152149910746864,50.54663985015924,2160,12,True,sensitivity_grid12
Record Invoice Receipt -> Cancel Invoice Receipt,1231,0.0018656405391110093,11,35,202,451.784038436872,471.94444942660607,537.7453796416395,839.5173385942517,2160,12,True,sensitivity_grid12
Record Invoice Receipt -> Change Price,1163,0.0017625832225719772,11,58,169,94.14449060684228,133.10448684574902,219.475689852838,247.26671961503072,2160,12,True,sensitivity_grid12
Record Invoice Receipt -> Clear Invoice,66874,0.10135080862104764,13,665,8683,95.96524762687291,120.64979378298948,154.38632903592372,201.5728632857884,2160,12,True,sensitivity_grid12
Record Invoice Receipt -> Record Goods Receipt,10037,0.015211563030915679,13,293,1315,14.860922603575895,20.235358491229498,22.738039683082924,28.536139084023908,2160,12,True,sensitivity_grid12
Record Invoice Receipt -> Record Invoice Receipt,2196,0.003328145104701687,12,36,330,40.74482925138254,52.83820377816588,65.08857712380374,76.48099574984818,2160,12,True,sensitivity_grid12
Record Invoice Receipt -> Remove Payment Block,13764,0.020860013306518224,13,77,1738,80.13887756786659,104.63038355023708,504.71941241512184,668.1221984762308,2160,12,True,sensitivity_grid12
Record Invoice Receipt -> Vendor creates invoice,1756,0.0026613036447432434,13,70,345,41.73563111000381,61.46402737783124,84.08055326374463,214.79943098132853,2160,12,True,sensitivity_grid12
Record Service Entry Sheet -> Record Goods Receipt,8961,0.013580832551562758,13,291,887,1.5653046405223692,2.0354605548713325,3.2958454841271414,5.130096181515043,2160,12,True,sensitivity_grid12
Record Service Entry Sheet -> Record Invoice Receipt,715,0.001083617372432471,12,24,92,74.41778508918219,106.49461413639642,135.57973474001142,374.34557109557113,2160,12,True,sensitivity_grid12
Record Service Entry Sheet -> Record Service Entry Sheet,75913,0.11504985397687575,13,3500,7027,0.04639170975918598,0.04670647721303815,0.05729680082029394,0.2972985310270854,2160,12,True,sensitivity_grid12
Record Service Entry Sheet -> Vendor creates invoice,1515,0.0022960563905387323,13,44,171,73.33145781244792,94.59826182618262,186.8638376057611,323.71811206120617,2160,12,True,sensitivity_grid12
Release Purchase Order -> Change Approval for Purchase Order,858,0.0013003408469189652,8,21,430,65.84917582417583,66.71060606060607,72.7471794871795,82.05000000000001,2160,12,True,sensitivity_grid12
Remove Payment Block -> Clear Invoice,22126,0.03353303214327392,13,268,2791,151.52523012978807,181.87785406923643,228.2619917382968,254.1530984910933,2160,12,True,sensitivity_grid12
SRM: Awaiting Approval -> SRM: Document Completed,861,0.0013048874932368637,13,27,109,0.0,0.0,0.0,0.0,2160,12,True,sensitivity_grid12
SRM: Complete -> SRM: Awaiting Approval,861,0.0013048874932368637,13,27,109,0.0,0.0,0.0,0.0,2160,12,True,sensitivity_grid12
SRM: Created -> SRM: Complete,847,0.001283669810420004,13,27,109,0.510930022985359,0.5239683149831142,0.5246905372119781,0.526136762500399,2160,12,True,sensitivity_grid12
SRM: Document Completed -> SRM: In Transfer to Execution Syst.,564,0.0008547695077649141,12,21,84,0.15797242167501097,0.1724555586257705,0.5605501059224455,0.7543541615716984,2160,12,True,sensitivity_grid12
SRM: In Transfer to Execution Syst. -> SRM: Ordered,562,0.0008517384102196485,13,21,75,2.9655990510083866e-05,2.9655990510083866e-05,2.9655990510083866e-05,0.0005450566531680763,2160,12,True,sensitivity_grid12
Vendor creates debit memo -> Record Goods Receipt,761,0.001153332615973581,10,47,92,37.30886646574876,42.80463849030708,45.24399081937967,47.81948993115213,2160,12,True,sensitivity_grid12
Vendor creates debit memo -> Record Invoice Receipt,738,0.0011184749942030258,12,26,100,146.2378470682434,210.76229712586417,218.92541708377763,231.38484643179768,2160,12,True,sensitivity_grid12
Vendor creates debit memo -> Vendor creates invoice,1244,0.0018853426731552361,13,21,155,8.78919906460101,9.11328955256418,15.46607717041803,22.498011507869375,2160,12,True,sensitivity_grid12
Vendor creates invoice -> Change Quantity,1401,0.00212328383045859,12,65,190,38.13829501425235,48.651388858847824,53.8888128160125,150.4664277395845,2160,12,True,sensitivity_grid12
Vendor creates invoice -> Clear Invoice,800,0.0012124390181062611,11,30,114,517.2845353535354,633.0452633678613,740.3163628640776,780.7837361111111,2160,12,True,sensitivity_grid12
Vendor creates invoice -> Create Purchase Order Item,1956,0.0029644133992698086,13,43,357,241.84003403831662,311.14319592437124,445.86538180835663,735.2857939742836,2160,12,True,sensitivity_grid12
Vendor creates invoice -> Record Goods Receipt,56714,0.08595283309109812,13,1319,5212,5.883993259074938,9.308684053628717,10.121951103156832,11.299242545019842,2160,12,True,sensitivity_grid12
Vendor creates invoice -> Record Invoice Receipt,49229,0.07460895052794142,13,660,5143,68.99391843469004,106.8394813719868,131.40332856009834,184.38790264053526,2160,12,True,sensitivity_grid12
Vendor creates invoice -> Vendor creates debit memo,1700,0.002576432913475805,13,28,215,8.05142857142858,9.822910216718302,14.193020626432341,16.766922024623828,2160,12,True,sensitivity_grid12
Vendor creates invoice -> Vendor creates invoice,839,0.0012715454202389413,12,35,118,45.26669269781069,67.02346485898332,68.23408453286882,125.2746300764557,2160,12,True,sensitivity_grid12
Cancel Invoice Receipt -> Clear Invoice,1073,0.001626183833035023,11,33,227,111.63881028363785,141.9058936061091,214.7380031971626,246.0954037485761,2880,12,True,sensitivity_cap120_grid12
Change Approval for Purchase Order -> Change Approval for Purchase Order,606,0.0009184225562154928,9,20,115,171.09315456545653,323.27179042904294,420.3148637064411,504.97690456545644,2880,12,True,sensitivity_cap120_grid12
Change Price -> Change Quantity,596,0.0009032670684891646,11,21,139,189.75700951838255,241.31881659768186,277.9324039347283,366.25340177522406,2880,12,True,sensitivity_cap120_grid12
Change Price -> Record Goods Receipt,1271,0.0019262624900163224,13,39,159,79.11358658593596,95.93283456633591,109.23263582781246,158.37084336382605,2880,12,True,sensitivity_cap120_grid12
Change Price -> Remove Payment Block,1001,0.0015170643214054594,10,45,162,15.094041792826523,22.03933729089252,43.873645021645004,49.48737928737929,2880,12,True,sensitivity_cap120_grid12
Change Price -> Vendor creates invoice,2108,0.003194776812709998,13,93,295,50.555577693442956,65.93420455234674,74.19947333982074,149.43519659127813,2880,12,True,sensitivity_cap120_grid12
Change Quantity -> Change Delivery Indicator,511,0.0007744454228153743,11,26,64,48.687336105675186,56.75642753365361,57.610313747951615,137.68724574512248,2880,12,True,sensitivity_cap120_grid12
Change Quantity -> Change Quantity,1181,0.0017898631004793681,13,40,130,38.921267468536726,45.223066770584765,57.76311088238879,194.07406152977703,2880,12,True,sensitivity_cap120_grid12
Change Quantity -> Record Goods Receipt,4299,0.006515344173548521,13,82,417,38.09296370571616,49.55036551004504,85.411218548277,149.46796314892663,2880,12,True,sensitivity_cap120_grid12
Change Quantity -> Vendor creates invoice,3150,0.004773978633793403,13,87,329,67.39055714753945,101.22248451068296,146.8979028897333,304.3711525234025,2880,12,True,sensitivity_cap120_grid12
Clear Invoice -> Clear Invoice,954,0.0014458335290917165,10,26,150,122.59970487320317,202.7964736870397,255.73786514013133,290.1374837775781,2880,12,True,sensitivity_cap120_grid12
Clear Invoice -> Record Invoice Receipt,1562,0.002367287182852475,11,26,275,268.75943704652155,697.2548251858882,861.6677020087288,874.4529433008306,2880,12,True,sensitivity_cap120_grid12
Clear Invoice -> Vendor creates invoice,518,0.0007850542642238042,10,20,100,86.09890696569795,112.12199220511722,115.35878025490926,120.2998681861585,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Cancel Goods Receipt,640,0.000969951214485009,9,22,212,141.19273437500004,269.8539183683994,383.9041189175408,597.6510396634615,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Change Approval for Purchase Order,1447,0.0021929990739996998,12,33,284,26.485938440896078,30.475032178645478,39.71076252252803,110.54738302834079,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Change Price,3326,0.005040715217776781,13,190,460,81.8494395159988,97.04504226039367,158.20539283428374,171.17014541580522,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Change Quantity,6068,0.00919634995233599,13,354,590,59.112961712732776,64.04740661172482,88.60855035347168,138.19166356433635,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Delete Purchase Order Item,3916,0.005934888993630149,13,198,511,56.56352008190859,77.3639871512284,97.43662482323631,105.58558692867683,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Receive Order Confirmation,14575,0.022089123361123446,13,653,1506,5.833702560289083,7.653942923169941,11.139614503556183,45.538037236767096,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Record Goods Receipt,40773,0.06179347010655824,13,2696,3757,26.198912623327075,34.22122050424548,36.205428135046084,53.619761715950375,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Record Invoice Receipt,532,0.0008062719470406637,10,20,115,111.55181205315561,125.76075344611525,189.57115852759574,364.52018833849314,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Record Service Entry Sheet,1055,0.001598903955127632,13,56,95,13.549282057138527,13.549746425244074,21.78259483672278,85.5015806102935,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Vendor creates debit memo,780,0.0011821280426536046,13,21,95,84.83818376068372,111.18330128205127,130.07792777777777,170.16005169561626,2880,12,True,sensitivity_cap120_grid12
Create Purchase Order Item -> Vendor creates invoice,59977,0.09089806873619903,13,3429,5921,31.39766096018928,47.32549389497481,72.07242692155033,78.68125302715194,2880,12,True,sensitivity_cap120_grid12
Create Purchase Requisition Item -> Create Purchase Order Item,1095,0.001659525906032945,13,55,119,27.53214519625482,28.769132420091353,68.51426439624558,101.6446367787463,2880,12,True,sensitivity_cap120_grid12
Receive Order Confirmation -> Delete Purchase Order Item,580,0.0008790182881270393,10,21,171,121.54144660162918,164.4086661595673,188.67206267104544,217.92470306513405,2880,12,True,sensitivity_cap120_grid12
Receive Order Confirmation -> Record Goods Receipt,9488,0.014379526754740258,13,317,980,28.233932374879434,33.331598128771226,39.82651324166194,41.97880214323171,2880,12,True,sensitivity_cap120_grid12
Receive Order Confirmation -> Vendor creates invoice,4539,0.006879075878980399,13,229,498,30.233838507658486,43.85793077221438,52.219350347039956,87.40016338548457,2880,12,True,sensitivity_cap120_grid12
Record Goods Receipt -> Cancel Goods Receipt,532,0.0008062719470406637,12,20,58,38.253964295269775,56.187032690126394,64.9394570658673,105.27394110275698,2880,12,True,sensitivity_cap120_grid12
Record Goods Receipt -> Change Quantity,715,0.001083617372432471,12,22,85,38.924900099900086,48.515133200133214,59.45358974358976,62.12181818181814,2880,12,True,sensitivity_cap120_grid12
Record Goods Receipt -> Record Goods Receipt,25791,0.03908751839497323,13,883,2387,2.414348130368396,3.7766218623716634,3.924989643957855,5.5573982178577115,2880,12,True,sensitivity_cap120_grid12
Record Goods Receipt -> Record Invoice Receipt,57690,0.08743200869318776,13,1032,5623,109.09992004922091,148.2308715849675,160.28989458106938,222.3022703879732,2880,12,True,sensitivity_cap120_grid12
Record Goods Receipt -> Record Service Entry Sheet,10439,0.015820813637514076,13,306,1071,0.461824423605102,0.5083727475238379,0.6219860478563194,1.3791010418217728,2880,12,True,sensitivity_cap120_grid12
Record Goods Receipt -> Remove Payment Block,9585,0.014526534985685641,13,265,1214,21.6866542543943,28.00490943330611,38.867350424006524,45.114396701031396,2880,12,True,sensitivity_cap120_grid12
Record Goods Receipt -> Vendor creates invoice,39606,0.06002482468889572,13,592,3942,17.932505504933932,23.285413358619437,33.90989712519541,50.853939249240184,2880,12,True,sensitivity_cap120_grid12
Record Invoice Receipt -> Cancel Invoice Receipt,1231,0.0018656405391110093,11,35,202,531.911075647675,560.206807176688,565.4041199342342,929.6462446327027,2880,12,True,sensitivity_cap120_grid12
Record Invoice Receipt -> Change Price,1163,0.0017625832225719772,11,58,169,105.05776549306668,145.0842948136481,226.4807861653868,251.6934651762683,2880,12,True,sensitivity_cap120_grid12
Record Invoice Receipt -> Clear Invoice,66874,0.10135080862104764,13,665,8683,113.08882476189493,131.55332731926762,173.85374236533264,213.21905091938265,2880,12,True,sensitivity_cap120_grid12
Record Invoice Receipt -> Record Goods Receipt,10037,0.015211563030915679,13,293,1315,15.137834695502441,20.512270583156045,23.31064402090967,28.813051175950452,2880,12,True,sensitivity_cap120_grid12
Record Invoice Receipt -> Record Invoice Receipt,2196,0.003328145104701687,12,36,330,44.3935997431858,55.92269183196434,78.72401919574048,80.45797305798794,2880,12,True,sensitivity_cap120_grid12
Record Invoice Receipt -> Remove Payment Block,13764,0.020860013306518224,13,77,1738,87.89050365840129,106.99743951749466,519.4279668566602,690.7264595921854,2880,12,True,sensitivity_cap120_grid12
Record Invoice Receipt -> Vendor creates invoice,1756,0.0026613036447432434,13,70,345,42.06327917378514,61.791675441612576,84.40820132752596,221.40371062839057,2880,12,True,sensitivity_cap120_grid12
Record Service Entry Sheet -> Record Goods Receipt,8961,0.013580832551562758,13,291,887,1.5704844939613458,2.0406404083103094,3.3110568294804006,5.13527603495402,2880,12,True,sensitivity_cap120_grid12
Record Service Entry Sheet -> Record Invoice Receipt,715,0.001083617372432471,12,24,92,99.69899829745421,133.36125910268333,166.23696893530845,480.21853826728835,2880,12,True,sensitivity_cap120_grid12
Record Service Entry Sheet -> Record Service Entry Sheet,75913,0.11504985397687575,13,3500,7027,0.05587625127383648,0.05619101872768865,0.06678134233494443,0.3938679002503637,2880,12,True,sensitivity_cap120_grid12
Record Service Entry Sheet -> Vendor creates invoice,1515,0.0022960563905387323,13,44,171,74.0717328399507,95.3385368536854,187.60411263326384,324.45838708870895,2880,12,True,sensitivity_cap120_grid12
Release Purchase Order -> Change Approval for Purchase Order,858,0.0013003408469189652,8,21,430,65.84917582417583,66.71060606060607,72.7471794871795,82.05000000000001,2880,12,True,sensitivity_cap120_grid12
Remove Payment Block -> Clear Invoice,22126,0.03353303214327392,13,268,2791,174.0886185843643,199.01752155327083,260.4942360592195,299.68188030852696,2880,12,True,sensitivity_cap120_grid12
SRM: Awaiting Approval -> SRM: Document Completed,861,0.0013048874932368637,13,27,109,0.0,0.0,0.0,0.0,2880,12,True,sensitivity_cap120_grid12
SRM: Complete -> SRM: Awaiting Approval,861,0.0013048874932368637,13,27,109,0.0,0.0,0.0,0.0,2880,12,True,sensitivity_cap120_grid12
SRM: Created -> SRM: Complete,847,0.001283669810420004,13,27,109,0.510930022985359,0.5239683149831142,0.5246905372119781,0.526136762500399,2880,12,True,sensitivity_cap120_grid12
SRM: Document Completed -> SRM: In Transfer to Execution Syst.,564,0.0008547695077649141,12,21,84,0.15797242167501097,0.1724555586257705,0.5605501059224455,0.7543541615716984,2880,12,True,sensitivity_cap120_grid12
SRM: In Transfer to Execution Syst. -> SRM: Ordered,562,0.0008517384102196485,13,21,75,2.9655990510083866e-05,2.9655990510083866e-05,2.9655990510083866e-05,0.0005450566531680763,2880,12,True,sensitivity_cap120_grid12
Vendor creates debit memo -> Record Goods Receipt,761,0.001153332615973581,10,47,92,37.30886646574876,42.80463849030708,45.24399081937967,47.81948993115213,2880,12,True,sensitivity_cap120_grid12
Vendor creates debit memo -> Record Invoice Receipt,738,0.0011184749942030258,12,26,100,154.35157109715033,224.94818931348038,246.48990431089882,253.9908901396706,2880,12,True,sensitivity_cap120_grid12
Vendor creates debit memo -> Vendor creates invoice,1244,0.0018853426731552361,13,21,155,8.78919906460101,9.11328955256418,15.46607717041803,22.498011507869375,2880,12,True,sensitivity_cap120_grid12
Vendor creates invoice -> Change Quantity,1401,0.00212328383045859,12,65,190,38.13829501425235,48.651388858847824,53.8888128160125,150.4664277395845,2880,12,True,sensitivity_cap120_grid12
Vendor creates invoice -> Clear Invoice,800,0.0012124390181062611,11,30,114,576.6601830808081,688.4888010625812,901.9469105987055,1017.1003055555555,2880,12,True,sensitivity_cap120_grid12
Vendor creates invoice -> Create Purchase Order Item,1956,0.0029644133992698086,13,43,357,252.77030803809944,338.3209158504646,477.775194794901,1056.2123278333381,2880,12,True,sensitivity_cap120_grid12
Vendor creates invoice -> Record Goods Receipt,56714,0.08595283309109812,13,1319,5212,5.943074829639219,9.39856427132922,10.27195861842075,11.389122762720346,2880,12,True,sensitivity_cap120_grid12
Vendor creates invoice -> Record Invoice Receipt,49229,0.07460895052794142,13,660,5143,74.62942243389618,109.56757287371263,137.13330860837854,190.5324651274163,2880,12,True,sensitivity_cap120_grid12
Vendor creates invoice -> Vendor creates debit memo,1700,0.002576432913475805,13,28,215,8.452106261859626,10.02055727554184,14.390667685255876,16.964569083447362,2880,12,True,sensitivity_cap120_grid12
Vendor creates invoice -> Vendor creates invoice,839,0.0012715454202389413,12,35,118,48.96642630650656,68.76839930475208,85.35242269053953,127.43329747957787,2880,12,True,sensitivity_cap120_grid12
