distribution,alpha,ratio_epsilon_over_epsilon_sat,epsilon,epsilon_sat,m_cap,delta_mass_to_cap,grid_points,empirical_cvar,worst_case_cvar,worst_case_cvar_over_cap,at_cap,ratio_ge_1,threshold_transition_check,specified_point_mass_at_cap
"0.04 mass at 1 + 0.96 Beta(2,5)",0.9,0.75,0.01621746283022974,0.021623283773639652,0.04,0.05999999999999998,2001,0.7837671622636032,0.9459417905659007,0.9459417905659007,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.9,0.9,0.019460955396275688,0.021623283773639652,0.04,0.05999999999999998,2001,0.7837671622636032,0.9783767162263602,0.9783767162263602,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.9,0.99,0.021407050935903255,0.021623283773639652,0.04,0.05999999999999998,2001,0.7837671622636032,0.9978376716226359,0.9978376716226359,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.9,1.0,0.021623283773639652,0.021623283773639652,0.04,0.05999999999999998,2001,0.7837671622636032,0.9999999999999998,0.9999999999999998,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.9,1.1,0.02378561215100362,0.021623283773639652,0.04,0.05999999999999998,2001,0.7837671622636032,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.9,1.25,0.027029104717049564,0.021623283773639652,0.04,0.05999999999999998,2001,0.7837671622636032,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.9,1.5,0.03243492566045948,0.021623283773639652,0.04,0.05999999999999998,2001,0.7837671622636032,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,0.0,0.0,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,0.9509821196224313,0.9509821196224313,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,0.25,0.0006127235047196094,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,0.9632365897168234,0.9632365897168234,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,0.5,0.0012254470094392189,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,0.9754910598112156,0.9754910598112156,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,0.75,0.0018381705141588284,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,0.9877455299056077,0.9877455299056077,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,0.9,0.002205804616990594,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,0.9950982119622431,0.9950982119622431,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,0.99,0.0024263850786896534,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,0.9995098211962243,0.9995098211962243,False,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,1.0,0.0024508940188784378,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,0.9999999999999999,0.9999999999999999,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,1.1,0.002695983420766282,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,1.25,0.003063617523598047,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.95,1.5,0.003676341028317657,0.0024508940188784378,0.04,0.010000000000000044,2001,0.9509821196224313,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,0.0,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,0.25,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,0.5,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,0.75,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,0.9,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,0.99,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,False,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,1.0,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,1.1,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,1.25,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,True,True,0.04
"0.04 mass at 1 + 0.96 Beta(2,5)",0.99,1.5,0.0,0.0,0.04,0.0,2001,1.0,1.0,1.0,True,True,True,0.04
