kappa,transition,epsilon_primary,epsilon_sat,epsilon_diagnostic,worst_case_cvar95,h1_frequency_share,diagnostic_h1_score,diagnostic_rank,diagnostic_saturated,diagnostic_saturated_count,top3,top5,top10
0.9,Vendor creates invoice -> Vendor creates invoice,68.23408453286882,64.13065326633173,57.71758793969856,2031.7386934673368,0.0012715454202389,2.5834480308005583,35,False,3,False,False,False
0.9,Release Purchase Order -> Change Approval for Purchase Order,72.7471794871795,86.4223776223777,72.7471794871795,1886.496037296036,0.0013003408469189,2.453087854846676,36,False,3,False,False,False
0.9,Create Purchase Order Item -> Change Approval for Purchase Order,39.71076252252803,91.80956340956351,39.71076252252803,1118.0239822592916,0.0021929990739996,2.451825557803972,37,False,3,False,False,False
0.9,Create Purchase Order Item -> Vendor creates debit memo,128.8322012820513,45.09933774834441,40.589403973509974,2069.8013245033108,0.0011821280426536,2.4467701884169277,38,False,3,False,False,False
0.9,Vendor creates debit memo -> Record Invoice Receipt,218.92541708377763,32.71781701444627,29.44603531300164,2094.5643659711072,0.001118474994203,2.3427178670873445,39,False,3,False,False,False
0.9,Create Purchase Requisition Item -> Create Purchase Order Item,52.01022786656521,90.06605504587165,52.01022786656521,1398.8834564138717,0.0016595259060329,2.321483335439665,40,False,3,False,False,False
0.9,Record Service Entry Sheet -> Record Invoice Receipt,135.57973474001142,61.571209800918886,55.414088820827,2036.857580398162,0.0010836173724324,2.2071742592900723,41,False,3,False,False,False
0.9,Change Approval for Purchase Order -> Change Approval for Purchase Order,410.08195941601207,12.279611650485457,11.05165048543691,2135.440776699029,0.0009184225562154,1.9612369767825213,42,False,3,False,False,False
0.9,Change Price -> Remove Payment Block,43.87364502164501,87.29818913480898,43.87364502164501,1291.509117736722,0.0015170643214054,1.9593024032881468,43,False,3,False,False,False
0.9,Create Purchase Order Item -> Cancel Goods Receipt,320.9791467139503,82.82700964630233,74.54430868167209,1994.3459807073953,0.000969951214485,1.9344183060904163,44,False,3,False,False,False
0.9,Change Price -> Change Quantity,277.1537126595605,24.15766423357667,21.741897810219005,2111.6846715328466,0.0009032670684891,1.9074152228288423,45,False,3,False,False,False
0.9,Record Goods Receipt -> Change Quantity,50.423635780885775,74.45194805194816,50.423635780885775,1679.4337545787535,0.0010836173724324,1.819863592310909,46,False,3,False,False,False
0.9,Receive Order Confirmation -> Delete Purchase Order Item,187.09166037219487,55.086956521739175,49.578260869565256,2049.8260869565215,0.000879018288127,1.8018346179145885,47,False,3,False,False,False
0.9,Record Goods Receipt -> Cancel Goods Receipt,61.9206287450653,66.9068702290077,60.216183206106926,2026.186259541984,0.0008062719470406,1.633657140547826,48,False,3,False,False,False
0.9,Create Purchase Order Item -> Record Invoice Receipt,188.8969730639366,72.16374269005856,64.9473684210527,2015.672514619883,0.0008062719470406,1.6251802029587954,49,False,3,False,False,False
0.9,Clear Invoice -> Vendor creates invoice,103.75684975297878,56.73918629550327,51.065267665952945,2046.5216274089935,0.0007850542642238,1.6066305304236612,50,False,3,False,False,False
0.9,Vendor creates debit memo -> Record Goods Receipt,45.24399081937967,84.64516129032268,45.24399081937967,1371.9765905811407,0.0011533326159735,1.5823453502693507,51,False,3,False,False,False
0.9,Record Service Entry Sheet -> Record Goods Receipt,3.2958454841271414,105.5914266577362,3.2958454841271414,114.08837652782069,0.0135808325515627,1.5494151377039689,52,False,3,False,False,False
0.9,Change Quantity -> Change Delivery Indicator,54.79230983405729,66.72094861660088,54.79230983405729,1921.4272243491282,0.0007744454228153,1.4880405191698889,53,False,3,False,False,False
0.9,Vendor creates invoice -> Vendor creates debit memo,14.19302062643234,102.03893805309745,14.19302062643234,403.0816514666995,0.0025764329134758,1.0385128336569855,54,False,3,False,False,False
0.9,Create Purchase Order Item -> Record Service Entry Sheet,15.31041294218804,95.87488151658773,15.31041294218804,548.7106285120068,0.0015989039551276,0.877335594148399,55,False,3,False,False,False
0.9,Vendor creates debit memo -> Vendor creates invoice,15.46607717041803,100.66903799514961,15.46607717041803,455.94078350536904,0.0018853426731552,0.8596046155744888,56,False,3,False,False,False
0.9,Record Goods Receipt -> Record Service Entry Sheet,0.6219860478563194,107.20881648299004,0.6219860478563194,28.263391297327612,0.015820813637514,0.4471498464791552,57,False,3,False,False,False
0.9,Record Service Entry Sheet -> Record Service Entry Sheet,0.0572968008202939,107.9832435351926,0.0572968008202939,1.4810653125553148,0.1150498539768757,0.17039634793970473,58,False,3,False,False,False
0.9,SRM: Created -> SRM: Complete,0.5246905372119781,108.0000000000001,0.5246905372119781,10.493810744239553,0.00128366981042,0.013470588048641348,59,False,3,False,False,False
0.9,SRM: Document Completed -> SRM: In Transfer to Execution Syst.,0.5605501059224455,107.91489361702138,0.5605501059224455,12.913129778023366,0.0008547695077649,0.011037749584065306,60,False,3,False,False,False
0.9,SRM: In Transfer to Execution Syst. -> SRM: Ordered,2.9655990510083866e-05,108.0000000000001,2.9655990510083866e-05,0.0005931198102016768,0.0008517384102196,5.051829242109271e-07,61,False,3,False,False,False
0.9,SRM: Awaiting Approval -> SRM: Document Completed,0.0,108.0000000000001,0.0,0.0,0.0013048874932368,0.0,62,False,3,False,False,False
0.9,SRM: Complete -> SRM: Awaiting Approval,0.0,108.0000000000001,0.0,0.0,0.0013048874932368,0.0,63,False,3,False,False,False
