transition,candidate_h1_only,phase3_h1_observations,recomputed_h1_observations,h1_observations_absolute_error,h1_observations_relative_error,h1_observations_pass,phase3_h1_frequency_share,recomputed_h1_frequency_share,h1_frequency_share_absolute_error,h1_frequency_share_relative_error,h1_frequency_share_pass,phase3_h1_mean_capped_elapsed_hours,recomputed_h1_mean_capped_elapsed_hours,h1_mean_capped_elapsed_hours_absolute_error,h1_mean_capped_elapsed_hours_relative_error,h1_mean_capped_elapsed_hours_pass,phase3_h1_empirical_cvar95_hours,recomputed_h1_empirical_cvar95_hours,h1_empirical_cvar95_hours_absolute_error,h1_empirical_cvar95_hours_relative_error,h1_empirical_cvar95_hours_pass,phase3_h1_grid_empirical_cvar95_hours,recomputed_h1_grid_empirical_cvar95_hours,h1_grid_empirical_cvar95_hours_absolute_error,h1_grid_empirical_cvar95_hours_relative_error,h1_grid_empirical_cvar95_hours_pass,phase3_epsilon_primary_hours,recomputed_epsilon_primary_hours,epsilon_primary_hours_absolute_error,epsilon_primary_hours_relative_error,epsilon_primary_hours_pass,phase3_h1_dro_worst_case_cvar95_hours,recomputed_h1_dro_worst_case_cvar95_hours,h1_dro_worst_case_cvar95_hours_absolute_error,h1_dro_worst_case_cvar95_hours_relative_error,h1_dro_worst_case_cvar95_hours_pass,phase3_mean_burden_score,recomputed_mean_burden_score,mean_burden_score_absolute_error,mean_burden_score_relative_error,mean_burden_score_pass,phase3_tail_score,recomputed_tail_score,tail_score_absolute_error,tail_score_relative_error,tail_score_pass,phase3_dro_score,recomputed_dro_score,dro_score_absolute_error,dro_score_relative_error,dro_score_pass,gate_pass
Record Invoice Receipt -> Record Goods Receipt,True,10037.0,10037.0,0.0,0.0,True,0.0152115630309156,0.015211563030915679,7.806255641895632e-17,5.131790616145358e-15,True,62.64952841154396,62.649528411543955,7.105427357601002e-15,1.134154962975226e-16,True,410.6389243133736,410.6389243133736,0.0,0.0,True,411.1730596791869,411.17305967918685,5.684341886080802e-14,1.3824694376902864e-16,True,22.738039683082924,22.738039683082924,0.0,0.0,True,865.9338533408426,865.9338533408426,0.0,0.0,True,0.9529972502893436,0.9529972502893435,1.1102230246251565e-16,1.164980302186682e-16,True,6.246459880140296,6.2464598801402955,8.881784197001252e-16,1.4218908577704282e-16,True,13.17220739069792,13.17220739069792,0.0,0.0,True,True
Record Invoice Receipt -> Record Invoice Receipt,True,2196.0,2196.0,0.0,0.0,True,0.0033281451047016,0.003328145104701687,8.673617379884035e-17,2.6061415914922098e-14,True,101.4146630236794,101.41466302367941,1.4210854715202004e-14,1.4012623314523954e-16,True,1157.9023679417116,1157.9023679417116,0.0,0.0,True,1158.338797814207,1158.338797814207,0.0,0.0,True,65.08857712380374,65.08857712380374,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,0.3375227142872298,0.3375227142872298,0.0,0.0,True,3.853667097587699,3.853667097587699,0.0,0.0,True,7.188793426155644,7.188793426155644,0.0,0.0,True,True
Record Invoice Receipt -> Remove Payment Block,True,13764.0,13764.0,0.0,0.0,True,0.0208600133065182,0.020860013306518224,2.42861286636753e-17,1.164243200942088e-15,True,411.5866656979561,411.58666569795605,5.684341886080802e-14,1.381080185491789e-16,True,2145.654320449482,2145.654320449482,0.0,0.0,True,2145.353095030514,2145.353095030514,0.0,0.0,True,504.7194124151218,504.7194124151218,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,8.58570332324483,8.58570332324483,0.0,0.0,True,44.758377675764514,44.758377675764514,0.0,0.0,True,45.057628742079366,45.057628742079366,0.0,0.0,True,True
Record Invoice Receipt -> Vendor creates invoice,True,1756.0,1756.0,0.0,0.0,True,0.0026613036447432,0.0026613036447432434,4.336808689942018e-17,1.6295805623339512e-14,True,108.74293849658316,108.74293849658315,1.4210854715202004e-14,1.306830118044725e-16,True,927.6471146545174,927.6471146545174,0.0,0.0,True,924.4100227790428,924.4100227790428,0.0,0.0,True,84.08055326374463,84.08055326374463,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,0.2893979785610471,0.2893979785610471,0.0,0.0,True,2.4687506472656207,2.4687506472656207,0.0,0.0,True,5.748415872645406,5.748415872645406,0.0,0.0,True,True
Record Service Entry Sheet -> Record Goods Receipt,True,8961.0,8961.0,0.0,0.0,True,0.0135808325515627,0.013580832551562758,5.898059818321144e-17,4.342929489725926e-15,True,2.7274318342446904,2.7274318342446904,0.0,0.0,True,54.35767771454073,54.35767771454073,0.0,0.0,True,53.61901573485097,53.61901573485097,0.0,0.0,True,3.2958454841271414,3.2958454841271414,0.0,0.0,True,119.53592541738529,119.53592541738527,1.4210854715202004e-14,1.188835462274773e-16,True,0.0370407950366788,0.037040795036678814,1.3877787807814457e-17,3.746622553342145e-16,True,0.7382225189329923,0.7382225189329923,0.0,0.0,True,1.623397386989604,1.623397386989604,0.0,0.0,True,True
Record Service Entry Sheet -> Record Invoice Receipt,True,715.0,715.0,0.0,0.0,True,0.0010836173724324,0.001083617372432471,7.090682208055199e-17,6.543529467545097e-14,True,269.3044289044289,269.3044289044289,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,135.57973474001142,135.57973474001142,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,0.2918229576338444,0.2918229576338444,0.0,0.0,True,2.3406135244541373,2.3406135244541373,0.0,0.0,True,2.3406135244541373,2.3406135244541373,0.0,0.0,True,True
Record Service Entry Sheet -> Record Service Entry Sheet,True,75913.0,75913.0,0.0,0.0,True,0.1150498539768757,0.11504985397687575,5.551115123125783e-17,4.824964944537455e-16,True,0.0469379421179508,0.04693794211795081,1.3877787807814457e-17,2.956624679654858e-16,True,0.9387588423590154,0.9387588423590154,0.0,0.0,True,0.9294850684336008,0.9294850684336009,1.1102230246251565e-16,1.1944495531231518e-16,True,0.0572968008202939,0.0572968008202939,0.0,0.0,True,2.075421084836352,2.0754210848363477,4.440892098500626e-15,2.1397547374588767e-15,True,0.0054002033866452,0.005400203386645287,8.673617379884035e-17,1.6061649458118645e-14,True,0.1080040677329056,0.10800406773290565,4.163336342344337e-17,3.8547958699484176e-16,True,0.2387768927509513,0.23877689275095088,4.163336342344337e-16,1.7436093980361717e-15,True,True
Record Service Entry Sheet -> Vendor creates invoice,True,1515.0,1515.0,0.0,0.0,True,0.0022960563905387,0.0022960563905387323,3.209238430557093e-17,1.3977176012668148e-14,True,244.098393839384,244.09839383938393,5.684341886080802e-14,2.3287092539498976e-16,True,980.3015401540152,980.3015401540151,1.1368683772161603e-13,1.1597129359171943e-16,True,978.5346534653464,978.5346534653463,1.1368683772161603e-13,1.1618069663553525e-16,True,186.8638376057611,186.8638376057611,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,0.5604636770951578,0.5604636770951578,0.0,0.0,True,2.250827615925588,2.250827615925588,0.0,0.0,True,4.959481803563662,4.959481803563662,0.0,0.0,True,True
Release Purchase Order -> Change Approval for Purchase Order,True,858.0,858.0,0.0,0.0,True,0.0013003408469189,0.0013003408469189652,6.526897078362737e-17,5.0193740309149945e-14,True,66.08418803418803,66.08418803418803,0.0,0.0,True,433.4318181818181,433.4318181818181,0.0,0.0,True,431.5524475524475,431.5524475524475,0.0,0.0,True,72.7471794871795,72.7471794871795,0.0,0.0,True,1886.4960372959747,1886.4960372959747,0.0,0.0,True,0.0859319690363282,0.08593196903632822,1.3877787807814457e-17,1.6149737942054542e-16,True,0.5636090975361723,0.5636090975361723,0.0,0.0,True,2.45308785484672,2.4530878548467197,4.440892098500626e-16,1.8103273756488078e-16,True,True
Remove Payment Block -> Clear Invoice,True,22126.0,22126.0,0.0,0.0,True,0.0335330321432739,0.03353303214327392,2.0816681711721685e-17,6.207813723131245e-16,True,1099.2185468076775,1099.2185468076775,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,228.2619917382968,228.2619917382968,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,36.8601308625847,36.8601308625847,0.0,0.0,True,72.43134942947167,72.43134942947167,0.0,0.0,True,72.43134942947167,72.43134942947167,0.0,0.0,True,True
SRM: Awaiting Approval -> SRM: Document Completed,True,861.0,861.0,0.0,0.0,True,0.0013048874932368,0.0013048874932368637,6.375108774214766e-17,4.885562017612093e-14,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,True
SRM: Complete -> SRM: Awaiting Approval,True,861.0,861.0,0.0,0.0,True,0.0013048874932368,0.0013048874932368637,6.375108774214766e-17,4.885562017612093e-14,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,True
SRM: Created -> SRM: Complete,True,847.0,847.0,0.0,0.0,True,0.00128366981042,0.001283669810420004,3.903127820947816e-18,3.0406010870277953e-15,True,1.4815820543093268,1.4815820543093268,0.0,0.0,True,2.021782762691853,2.021782762691853,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.5246905372119781,0.5246905372119781,0.0,0.0,True,10.49381074424992,10.49381074424992,0.0,0.0,True,0.0019018621547769,0.0019018621547769335,3.3393426912553537e-17,1.755827930466958e-14,True,0.002595301495695,0.002595301495695083,8.283304597789254e-17,3.1916540762332715e-14,True,0.0134705880486546,0.013470588048654695,9.540979117872439e-17,7.082823024066394e-15,True,True
SRM: Document Completed -> SRM: In Transfer to Execution Syst.,True,564.0,564.0,0.0,0.0,True,0.0008547695077649,0.0008547695077649141,1.4094628242311558e-17,1.6489390548297627e-14,True,0.1585992907801418,0.15859929078014182,2.7755575615628914e-17,1.7500441193085202e-16,True,3.159692671394796,3.159692671394796,0.0,0.0,True,1.7021276595744663,1.7021276595744665,2.220446049250313e-16,1.3045120539345602e-16,True,0.5605501059224455,0.5605501059224455,0.0,0.0,True,12.913129778023336,12.913129778023336,0.0,0.0,True,0.000135565837712,0.0001355658377120063,6.288372600415926e-18,4.638611545908141e-14,True,0.0027008089494165,0.002700808949416536,3.599551212651875e-17,1.3327678040423942e-14,True,0.0110377495840654,0.011037749584065462,6.245004513516506e-17,5.657860296569945e-15,True,True
SRM: In Transfer to Execution Syst. -> SRM: Ordered,True,562.0,562.0,0.0,0.0,True,0.0008517384102196,0.0008517384102196485,4.846383711010205e-17,5.689990791610165e-14,True,2.9655990510083035e-05,2.9655990510083035e-05,0.0,0.0,True,0.0005931198102016,0.0005931198102016601,6.01732205729455e-17,1.0145204988599651e-13,True,0.0,0.0,0.0,0.0,True,2.9655990510083866e-05,2.9655990510083866e-05,0.0,0.0,True,0.0011625148226812,0.0011625148226812587,5.876375774871434e-17,5.0548824498583884e-14,True,2.5259146210547107e-08,2.5259146210547107e-08,0.0,0.0,True,5.051829242109416e-07,5.051829242109416e-07,0.0,0.0,True,9.90158526927312e-07,9.90158526927312e-07,0.0,0.0,True,True
Vendor creates debit memo -> Record Goods Receipt,True,761.0,761.0,0.0,0.0,True,0.0011533326159735,0.001153332615973581,8.088148206741863e-17,7.012849627871534e-14,True,89.3790626368813,89.3790626368813,0.0,0.0,True,535.3250985545333,535.3250985545333,0.0,0.0,True,534.5597897503283,534.5597897503283,0.0,0.0,True,45.24399081937967,45.24399081937967,0.0,0.0,True,1439.4396061379216,1439.4396061379216,0.0,0.0,True,0.1030837881242608,0.10308378812426086,5.551115123125783e-17,5.385051543152716e-16,True,0.6174078963122149,0.6174078963122149,0.0,0.0,True,1.66015264648303,1.66015264648303,0.0,0.0,True,True
Vendor creates debit memo -> Record Invoice Receipt,True,738.0,738.0,0.0,0.0,True,0.001118474994203,0.0011184749942030258,2.5804011705155006e-17,2.3070709527612067e-14,True,426.0603206865402,426.0603206865402,0.0,0.0,True,1904.2733062330624,1904.2733062330622,2.2737367544323206e-13,1.1940180787022174e-16,True,1907.772357723577,1907.772357723577,0.0,0.0,True,218.92541708377763,218.92541708377763,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,0.4765378147100174,0.4765378147100174,0.0,0.0,True,2.129882075150001,2.129882075150001,0.0,0.0,True,2.415905987478536,2.415905987478536,0.0,0.0,True,True
Vendor creates debit memo -> Vendor creates invoice,True,1244.0,1244.0,0.0,0.0,True,0.0018853426731552,0.0018853426731552361,3.621235256101585e-17,1.9207305428679953e-14,True,10.105305466237942,10.105305466237942,0.0,0.0,True,193.3086816720256,193.30868167202559,2.842170943040401e-14,1.4702758916242206e-16,True,193.3890675241156,193.3890675241156,0.0,0.0,True,15.46607717041803,15.46607717041803,0.0,0.0,True,502.71061093246817,502.71061093246817,0.0,0.0,True,0.0190519636207672,0.019051963620767262,6.245004513516506e-17,3.277879717715431e-15,True,0.3644531066476513,0.3644531066476513,0.0,0.0,True,0.9477817670389214,0.9477817670389214,0.0,0.0,True,True
Vendor creates invoice -> Change Quantity,True,1401.0,1401.0,0.0,0.0,True,0.0021232838304585,0.00212328383045859,9.020562075079397e-17,4.2484014363409465e-14,True,107.6323459433738,107.63234594337379,1.4210854715202004e-14,1.3203145012446762e-16,True,906.119545562693,906.119545562693,0.0,0.0,True,909.9100642398282,909.9100642398282,0.0,0.0,True,53.8888128160125,53.8888128160125,0.0,0.0,True,1987.6863205600864,1987.6863205600866,2.2737367544323206e-13,1.1439112554699432e-16,True,0.2285340197758908,0.2285340197758908,0.0,0.0,True,1.923948979555752,1.9239489795557518,2.220446049250313e-16,1.1541085927148772e-16,True,4.220422224468962,4.220422224468962,0.0,0.0,True,True
Vendor creates invoice -> Clear Invoice,True,800.0,800.0,0.0,0.0,True,0.0012124390181062,0.0012124390181062611,6.114900252818245e-17,5.043470361395635e-14,True,912.2757083333336,912.2757083333335,1.1368683772161603e-13,1.2461894653461094e-16,True,2159.999999999998,2159.999999999998,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,740.3163628640776,740.3163628640776,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,1.106078664053861,1.1060786640538607,2.220446049250313e-16,2.0074937899192562e-16,True,2.6188682791095217,2.6188682791095217,0.0,0.0,True,2.618868279109524,2.618868279109524,0.0,0.0,True,True
Vendor creates invoice -> Create Purchase Order Item,True,1956.0,1956.0,0.0,0.0,True,0.0029644133992698,0.0029644133992698086,8.673617379884035e-18,2.9259135659083643e-15,True,550.9484747784595,550.9484747784595,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,445.86538180835663,445.86538180835663,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,1.6332390409405295,1.6332390409405295,0.0,0.0,True,6.403132942422786,6.403132942422786,0.0,0.0,True,6.403132942422786,6.403132942422786,0.0,0.0,True,True
Vendor creates invoice -> Record Goods Receipt,True,56714.0,56714.0,0.0,0.0,True,0.0859528330910981,0.08595283309109812,2.7755575615628914e-17,3.2291635560414685e-16,True,58.72470289522869,58.72470289522869,0.0,0.0,True,306.31162558333614,306.31162558333614,0.0,0.0,True,307.3941531191592,307.39415311915917,5.684341886080802e-14,1.8492029950476338e-16,True,10.121951103156832,10.121951103156832,0.0,0.0,True,509.8331751823232,509.8331751823232,0.0,0.0,True,5.047554586277918,5.047554586277918,0.0,0.0,True,26.32835202762743,26.32835202762743,0.0,0.0,True,43.82160581075082,43.82160581075082,0.0,0.0,True,True
Vendor creates invoice -> Record Invoice Receipt,True,49229.0,49229.0,0.0,0.0,True,0.0746089505279414,0.07460895052794142,1.3877787807814457e-17,1.860070100117165e-16,True,283.08027517655586,283.08027517655586,0.0,0.0,True,1827.8212127675413,1827.8212127675417,4.547473508864641e-13,2.487920304841642e-16,True,1827.5242641532425,1827.5242641532425,0.0,0.0,True,131.40332856009834,131.40332856009834,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,21.1203222460837,21.1203222460837,0.0,0.0,True,136.3718224372954,136.3718224372954,0.0,0.0,True,161.15533314035346,161.15533314035346,0.0,0.0,True,True
Vendor creates invoice -> Vendor creates debit memo,True,1700.0,1700.0,0.0,0.0,True,0.0025764329134758,0.002576432913475805,5.204170427930421e-18,2.0199130358529724e-15,True,9.230588235294118,9.230588235294118,0.0,0.0,True,184.6117647058822,184.6117647058822,0.0,0.0,True,184.6588235294116,184.65882352941162,2.842170943040401e-14,1.539147108552716e-16,True,14.19302062643234,14.19302062643234,0.0,0.0,True,468.51923605805854,468.51923605805086,7.673861546209082e-12,1.6378967939019996e-14,True,0.0237819913401543,0.023781991340154313,1.3877787807814457e-17,5.835418745772875e-16,True,0.4756398268030858,0.47563982680308586,5.551115123125783e-17,1.1670837491545753e-16,True,1.207108380376522,1.2071083803765024,1.9539925233402755e-14,1.6187382633618907e-14,True,True
Vendor creates invoice -> Vendor creates invoice,True,839.0,839.0,0.0,0.0,True,0.0012715454202389,0.0012715454202389413,4.141652298894627e-17,3.257179989776918e-14,True,203.1156138259833,203.1156138259833,0.0,0.0,True,1014.9654350417162,1014.9654350417162,0.0,0.0,True,1015.1799761620975,1015.1799761620975,0.0,0.0,True,68.23408453286882,68.23408453286882,0.0,0.0,True,2160.0,2160.0,0.0,0.0,True,0.2582707285394504,0.25827072853945043,5.551115123125783e-17,2.149339630750242e-16,True,1.2905746506281188,1.2905746506281188,0.0,0.0,True,2.746538107716113,2.746538107716113,0.0,0.0,True,True
