transition,phase3_h1_observations,bridge_rows,candidate_h1_only,bridge_percentage_of_phase3_h1_sample,bridge_elapsed_median_hours,bridge_elapsed_q75_hours,bridge_elapsed_q90_hours,bridge_elapsed_max_hours,bridge_destination_min_utc,bridge_destination_max_utc
Delete Purchase Order Item -> Delete Purchase Order Item,1,0,False,0.0,,,,,,
Delete Purchase Order Item -> Reactivate Purchase Order Item,166,4,False,0.0006062195090531306,1119.8833333333332,1974.0875,2834.9750000000004,3408.9,2018-07-04 11:34:00+00:00,2018-07-26 14:48:00+00:00
Delete Purchase Order Item -> Release Purchase Order,16,4,False,0.0006062195090531306,2874.3,2874.3,2874.3,2874.3,2018-07-19 09:13:00+00:00,2018-07-19 09:13:00+00:00
Delete Purchase Order Item -> Remove Payment Block,3,0,False,0.0,,,,,,
Delete Purchase Order Item -> SRM: In Transfer to Execution Syst.,1,0,False,0.0,,,,,,
Delete Purchase Order Item -> SRM: Transaction Completed,1,0,False,0.0,,,,,,
Delete Purchase Order Item -> Vendor creates invoice,22,0,False,0.0,,,,,,
Reactivate Purchase Order Item -> Block Purchase Order Item,3,3,False,0.00045466463178984795,173.16666666666666,173.16666666666666,173.16666666666666,173.16666666666666,2018-07-05 14:35:00+00:00,2018-07-05 14:35:00+00:00
Reactivate Purchase Order Item -> Change Delivery Indicator,1,0,False,0.0,,,,,,
Reactivate Purchase Order Item -> Change Price,3,0,False,0.0,,,,,,
Reactivate Purchase Order Item -> Change Quantity,30,1,False,0.00015155487726328264,1845.85,1845.85,1845.85,1845.85,2018-07-11 13:58:00+00:00,2018-07-11 13:58:00+00:00
Reactivate Purchase Order Item -> Delete Purchase Order Item,17,1,False,0.00015155487726328264,629.35,629.35,629.35,629.35,2018-07-17 14:05:00+00:00,2018-07-17 14:05:00+00:00
Reactivate Purchase Order Item -> Receive Order Confirmation,5,0,False,0.0,,,,,,
Reactivate Purchase Order Item -> Record Goods Receipt,101,1,False,0.00015155487726328264,2713.133333333333,2713.133333333333,2713.133333333333,2713.133333333333,2018-07-12 09:35:00+00:00,2018-07-12 09:35:00+00:00
Reactivate Purchase Order Item -> Record Invoice Receipt,7,1,False,0.00015155487726328264,2824.9333333333334,2824.9333333333334,2824.9333333333334,2824.9333333333334,2018-08-15 07:54:00+00:00,2018-08-15 07:54:00+00:00
Reactivate Purchase Order Item -> Vendor creates invoice,61,2,False,0.0003031097545265653,537.6333333333333,608.0083333333333,650.2333333333333,678.3833333333333,2018-07-13 21:59:00+00:00,2018-07-20 21:59:00+00:00
Receive Order Confirmation -> Change Delivery Indicator,4,1,False,0.00015155487726328264,130.76666666666668,130.76666666666668,130.76666666666668,130.76666666666668,2018-07-01 20:19:00+00:00,2018-07-01 20:19:00+00:00
Receive Order Confirmation -> Change Price,43,2,False,0.0003031097545265653,397.725,548.9625000000001,639.705,700.2,2018-07-03 11:29:00+00:00,2018-07-13 14:28:00+00:00
Receive Order Confirmation -> Change Quantity,189,7,False,0.0010608841408429786,409.2,853.6416666666667,1135.9666666666667,1249.2166666666667,2018-07-02 08:53:00+00:00,2018-08-08 19:01:00+00:00
Receive Order Confirmation -> Change Storage Location,4,0,False,0.0,,,,,,
Receive Order Confirmation -> Clear Invoice,2,0,False,0.0,,,,,,
Receive Order Confirmation -> Delete Purchase Order Item,580,28,True,0.004243536563371914,685.825,1437.2666666666667,2040.85,2810.3166666666666,2018-07-02 13:13:00+00:00,2018-09-19 14:07:00+00:00
Receive Order Confirmation -> Record Goods Receipt,9488,454,True,0.06880591427753033,241.03333333333333,508.31666666666666,955.8166666666664,3114.35,2018-07-02 05:55:00+00:00,2018-10-02 06:09:00+00:00
Receive Order Confirmation -> Record Invoice Receipt,75,2,False,0.0003031097545265653,2330.775,3355.404166666667,3970.1816666666673,4380.033333333334,2018-07-03 08:02:00+00:00,2018-09-19 00:32:00+00:00
Receive Order Confirmation -> Update Order Confirmation,126,0,False,0.0,,,,,,
Receive Order Confirmation -> Vendor creates debit memo,18,0,False,0.0,,,,,,
Receive Order Confirmation -> Vendor creates invoice,4539,157,True,0.023794115730335377,324.01666666666665,373.28333333333336,683.7533333333333,2054.4666666666667,2018-07-01 21:59:00+00:00,2018-09-18 21:59:00+00:00
Record Goods Receipt -> Block Purchase Order Item,8,0,False,0.0,,,,,,
Record Goods Receipt -> Cancel Goods Receipt,532,8,True,0.0012124390181062611,1230.2666666666667,1707.7083333333335,1941.763333333333,2466.6,2018-07-04 20:25:00+00:00,2018-10-09 12:28:00+00:00
Record Goods Receipt -> Cancel Invoice Receipt,188,50,False,0.007577743863164133,2738.5666666666666,3551.7166666666667,3578.4933333333333,5081.833333333333,2018-07-03 13:41:00+00:00,2018-12-20 13:35:00+00:00
Record Goods Receipt -> Cancel Subsequent Invoice,3,1,False,0.00015155487726328264,510.81666666666666,510.81666666666666,510.81666666666666,510.81666666666666,2018-07-10 14:11:00+00:00,2018-07-10 14:11:00+00:00
Record Goods Receipt -> Change Approval for Purchase Order,33,0,False,0.0,,,,,,
Record Goods Receipt -> Change Delivery Indicator,346,10,False,0.0015155487726328264,238.20833333333334,919.5458333333333,1529.561666666666,3218.0666666666666,2018-07-02 07:39:00+00:00,2018-10-18 13:29:00+00:00
Record Goods Receipt -> Change Price,441,39,False,0.005910640213268023,858.9166666666666,1921.3666666666668,2468.4800000000005,5356.533333333334,2018-07-02 12:28:00+00:00,2019-01-15 12:02:00+00:00
Record Goods Receipt -> Change Quantity,715,22,True,0.0033342072997922184,610.3666666666667,1706.0916666666667,2800.195,3649.266666666667,2018-07-02 07:49:00+00:00,2018-11-15 15:12:00+00:00
Record Goods Receipt -> Change Storage Location,4,0,False,0.0,,,,,,
Record Goods Receipt -> Clear Invoice,360,144,False,0.021823902325912702,2542.366666666667,2543.9333333333334,2883.963333333333,2883.983333333333,2018-07-05 12:10:00+00:00,2018-10-04 14:48:00+00:00
Record Goods Receipt -> Delete Purchase Order Item,5,0,False,0.0,,,,,,
Record Goods Receipt -> Receive Order Confirmation,14,2,False,0.0003031097545265653,208.45833333333334,250.19583333333333,275.23833333333334,291.93333333333334,2018-07-03 14:02:00+00:00,2018-07-03 14:02:00+00:00
Record Goods Receipt -> Record Goods Receipt,25791,44,True,0.006668414599584437,180.69166666666666,488.65,660.905,1122.95,2018-07-02 06:12:00+00:00,2018-08-06 08:25:00+00:00
Record Goods Receipt -> Record Invoice Receipt,57690,9919,True,1.5032728275745006,1226.7833333333333,2299.65,4382.25,7974.316666666667,2018-07-02 12:46:00+00:00,2019-01-17 10:06:00+00:00
Record Goods Receipt -> Record Service Entry Sheet,10439,4,True,0.0006062195090531306,203.36666666666667,343.225,577.6300000000001,733.9,2018-07-02 21:00:00+00:00,2018-07-30 07:52:00+00:00
Record Goods Receipt -> Release Purchase Order,27,0,False,0.0,,,,,,
Record Goods Receipt -> Remove Payment Block,9585,85,True,0.012882164567379025,1673.5833333333333,2432.2166666666667,2704.3,5237.85,2018-07-02 00:05:00+00:00,2018-12-18 15:31:00+00:00
Record Goods Receipt -> SRM: Created,1,0,False,0.0,,,,,,
Record Goods Receipt -> Update Order Confirmation,1,0,False,0.0,,,,,,
Record Goods Receipt -> Vendor creates debit memo,373,7,False,0.0010608841408429786,592.8333333333334,1694.0,2441.2933333333335,2557.3333333333335,2018-07-11 21:59:00+00:00,2018-09-25 21:59:00+00:00
Record Goods Receipt -> Vendor creates invoice,39606,210,True,0.03182652422528936,663.4666666666667,1478.65,2196.4,4046.0333333333333,2018-07-01 21:59:00+00:00,2018-12-05 22:59:00+00:00
Record Invoice Receipt -> Block Purchase Order Item,26,21,False,0.0031826524225289357,2043.4166666666667,2043.4166666666667,2043.4166666666667,2043.4166666666667,2018-09-04 17:43:00+00:00,2018-09-05 11:26:00+00:00
Record Invoice Receipt -> Cancel Goods Receipt,23,1,False,0.00015155487726328264,1082.95,1082.95,1082.95,1082.95,2018-07-05 11:04:00+00:00,2018-07-05 11:04:00+00:00
Record Invoice Receipt -> Cancel Invoice Receipt,1231,504,True,0.07638365814069445,1756.45,2517.016666666667,3025.45,6432.966666666666,2018-07-03 08:05:00+00:00,2019-01-08 01:28:00+00:00
Record Invoice Receipt -> Cancel Subsequent Invoice,35,0,False,0.0,,,,,,
Record Invoice Receipt -> Change Approval for Purchase Order,65,9,False,0.001363993895369544,1601.0166666666667,2468.7,3295.9833333333336,5922.516666666666,2018-07-02 10:08:00+00:00,2018-11-09 11:25:00+00:00
Record Invoice Receipt -> Change Delivery Indicator,145,12,False,0.0018186585271593918,939.2166666666667,945.175,1633.4150000000004,2782.8,2018-07-02 06:52:00+00:00,2018-08-15 19:16:00+00:00
Record Invoice Receipt -> Change Price,1163,97,True,0.014700823094538417,1657.15,2345.9166666666665,3319.55,4048.9666666666667,2018-07-02 06:57:00+00:00,2018-12-12 01:44:00+00:00
Record Invoice Receipt -> Change Quantity,371,36,False,0.005455975581478176,1295.9499999999998,2247.3,3276.6833333333334,4649.983333333334,2018-07-02 11:35:00+00:00,2018-12-17 06:20:00+00:00
Record Invoice Receipt -> Change Storage Location,11,0,False,0.0,,,,,,
Record Invoice Receipt -> Clear Invoice,66874,18717,True,2.8366526377368615,1682.9166666666667,2210.65,2562.6,5059.933333333333,2018-07-04 14:35:00+00:00,2018-12-28 09:30:00+00:00
Record Invoice Receipt -> Delete Purchase Order Item,1,1,False,0.00015155487726328264,113.56666666666666,113.56666666666666,113.56666666666666,113.56666666666666,2018-07-03 08:19:00+00:00,2018-07-03 08:19:00+00:00
Record Invoice Receipt -> Receive Order Confirmation,6,0,False,0.0,,,,,,
Record Invoice Receipt -> Record Goods Receipt,10037,119,True,0.018035030394330635,144.63333333333333,433.5833333333333,836.5766666666667,3318.8166666666666,2018-07-01 15:24:00+00:00,2018-10-23 15:35:00+00:00
Record Invoice Receipt -> Record Invoice Receipt,2196,64,True,0.009699512144850089,943.6666666666666,1495.8791666666666,2690.3333333333335,5246.05,2018-07-02 13:39:00+00:00,2018-12-12 01:36:00+00:00
Record Invoice Receipt -> Record Service Entry Sheet,20,0,False,0.0,,,,,,
Record Invoice Receipt -> Record Subsequent Invoice,9,0,False,0.0,,,,,,
Record Invoice Receipt -> Release Purchase Order,39,1,False,0.00015155487726328264,2135.9166666666665,2135.9166666666665,2135.9166666666665,2135.9166666666665,2018-07-30 09:42:00+00:00,2018-07-30 09:42:00+00:00
Record Invoice Receipt -> Remove Payment Block,13764,1684,True,0.25521841331136796,1131.4666666666667,2414.3,3327.35,7880.616666666667,2018-07-02 06:58:00+00:00,2018-12-21 01:14:00+00:00
Record Invoice Receipt -> SRM: Complete,1,0,False,0.0,,,,,,
Record Invoice Receipt -> SRM: Created,9,0,False,0.0,,,,,,
Record Invoice Receipt -> SRM: In Transfer to Execution Syst.,1,0,False,0.0,,,,,,
Record Invoice Receipt -> Set Payment Block,63,1,False,0.00015155487726328264,2207.85,2207.85,2207.85,2207.85,2018-07-26 11:51:00+00:00,2018-07-26 11:51:00+00:00
Record Invoice Receipt -> Update Order Confirmation,6,0,False,0.0,,,,,,
Record Invoice Receipt -> Vendor creates debit memo,274,58,False,0.008790182881270394,1319.2583333333332,1920.0166666666667,2121.72,4062.95,2018-07-02 21:59:00+00:00,2018-11-01 22:59:00+00:00
Record Invoice Receipt -> Vendor creates invoice,1756,22,True,0.0033342072997922184,538.3916666666667,1497.5124999999998,1907.7333333333333,2046.15,2018-07-01 21:59:00+00:00,2018-09-21 21:59:00+00:00
Record Service Entry Sheet -> Cancel Goods Receipt,95,1,False,0.00015155487726328264,667.5833333333334,667.5833333333334,667.5833333333334,667.5833333333334,2018-07-17 16:29:00+00:00,2018-07-17 16:29:00+00:00
Record Service Entry Sheet -> Cancel Invoice Receipt,4,2,False,0.0003031097545265653,607.7,620.55,628.26,633.4,2018-07-03 07:53:00+00:00,2018-07-20 15:13:00+00:00
Record Service Entry Sheet -> Cancel Subsequent Invoice,1,0,False,0.0,,,,,,
Record Service Entry Sheet -> Change Price,5,0,False,0.0,,,,,,
Record Service Entry Sheet -> Clear Invoice,132,1,False,0.00015155487726328264,628.5666666666667,628.5666666666667,628.5666666666667,628.5666666666667,2018-07-26 16:09:00+00:00,2018-07-26 16:09:00+00:00
Record Service Entry Sheet -> Record Goods Receipt,8961,3,True,0.00045466463178984795,185.68333333333334,1196.05,1802.27,2206.4166666666665,2018-07-03 00:02:00+00:00,2018-08-10 12:29:00+00:00
Record Service Entry Sheet -> Record Invoice Receipt,715,62,True,0.009396402390323523,4380.6,5566.0375,6947.098333333333,8110.683333333333,2018-07-04 07:44:00+00:00,2019-01-08 01:28:00+00:00
Record Service Entry Sheet -> Record Service Entry Sheet,75913,2,True,0.0003031097545265653,1673.6916666666666,2467.320833333333,2943.4983333333334,3260.95,2018-07-03 00:11:00+00:00,2018-09-20 08:12:00+00:00
Record Service Entry Sheet -> Remove Payment Block,4,0,False,0.0,,,,,,
Record Service Entry Sheet -> SRM: Complete,1,0,False,0.0,,,,,,
Record Service Entry Sheet -> SRM: Created,4,0,False,0.0,,,,,,
Record Service Entry Sheet -> SRM: Ordered,1,0,False,0.0,,,,,,
Record Service Entry Sheet -> Vendor creates debit memo,26,14,False,0.002121768281685957,349.1,519.8791666666666,644.2166666666668,817.1333333333333,2018-07-05 21:59:00+00:00,2018-07-18 21:59:00+00:00
Record Service Entry Sheet -> Vendor creates invoice,1515,67,True,0.010154176776639937,709.1,1021.1583333333333,1282.6633333333332,2678.7,2018-07-01 21:59:00+00:00,2018-08-21 21:59:00+00:00
Record Subsequent Invoice -> Cancel Invoice Receipt,2,0,False,0.0,,,,,,
Record Subsequent Invoice -> Change Price,1,0,False,0.0,,,,,,
Record Subsequent Invoice -> Clear Invoice,25,7,False,0.0010608841408429786,634.2333333333333,1417.0416666666665,1516.2666666666667,1517.2666666666667,2018-07-05 12:11:00+00:00,2018-07-26 16:07:00+00:00
Record Subsequent Invoice -> Record Goods Receipt,1,0,False,0.0,,,,,,
Record Subsequent Invoice -> Remove Payment Block,3,3,False,0.00045466463178984795,119.48333333333333,640.9166666666666,953.7766666666666,1162.35,2018-07-04 07:54:00+00:00,2018-08-14 14:45:00+00:00
Record Subsequent Invoice -> Vendor creates invoice,3,0,False,0.0,,,,,,
Release Purchase Order -> Change Approval for Purchase Order,858,0,True,0.0,,,,,,
Release Purchase Order -> Change Price,35,0,False,0.0,,,,,,
Release Purchase Order -> Change Quantity,33,0,False,0.0,,,,,,
Release Purchase Order -> Clear Invoice,3,0,False,0.0,,,,,,
Release Purchase Order -> Create Purchase Order Item,2,0,False,0.0,,,,,,
Release Purchase Order -> Delete Purchase Order Item,6,0,False,0.0,,,,,,
Release Purchase Order -> Remove Payment Block,1,0,False,0.0,,,,,,
Release Purchase Order -> Vendor creates invoice,9,0,False,0.0,,,,,,
Remove Payment Block -> Cancel Goods Receipt,19,2,False,0.0003031097545265653,1551.65,2038.8333333333335,2331.1433333333334,2526.016666666667,2018-07-23 11:19:00+00:00,2018-08-28 21:10:00+00:00
Remove Payment Block -> Cancel Invoice Receipt,115,35,False,0.005304420704214893,1494.1166666666666,2395.45,2395.45,3795.733333333333,2018-07-02 15:30:00+00:00,2018-12-04 13:46:00+00:00
Remove Payment Block -> Cancel Subsequent Invoice,22,0,False,0.0,,,,,,
Remove Payment Block -> Change Approval for Purchase Order,3,0,False,0.0,,,,,,
Remove Payment Block -> Change Delivery Indicator,65,3,False,0.00045466463178984795,1539.4833333333333,1539.4833333333333,1539.4833333333333,1539.4833333333333,2018-07-09 09:30:00+00:00,2018-08-08 14:38:00+00:00
Remove Payment Block -> Change Price,84,4,False,0.0006062195090531306,571.4916666666667,687.3833333333333,687.3833333333333,687.3833333333333,2018-07-09 07:10:00+00:00,2018-07-18 09:38:00+00:00
Remove Payment Block -> Change Quantity,63,3,False,0.00045466463178984795,250.25,292.275,317.49,334.3,2018-07-04 16:35:00+00:00,2018-07-12 07:43:00+00:00
Remove Payment Block -> Clear Invoice,22126,6526,True,0.9890471290201825,1879.7166666666667,2511.883333333333,2684.0,5577.033333333334,2018-07-05 08:48:00+00:00,2018-12-06 12:01:00+00:00
Remove Payment Block -> Receive Order Confirmation,1,0,False,0.0,,,,,,
Remove Payment Block -> Record Goods Receipt,303,3,False,0.00045466463178984795,454.31666666666666,454.325,454.33,454.3333333333333,2018-07-04 08:06:00+00:00,2018-07-18 08:22:00+00:00
Remove Payment Block -> Record Invoice Receipt,169,11,False,0.0016671036498961092,1007.65,1249.3,1249.3,4754.133333333333,2018-07-03 13:44:00+00:00,2018-12-20 13:17:00+00:00
Remove Payment Block -> Record Service Entry Sheet,1,0,False,0.0,,,,,,
Remove Payment Block -> Record Subsequent Invoice,4,0,False,0.0,,,,,,
Remove Payment Block -> Release Purchase Order,29,0,False,0.0,,,,,,
Remove Payment Block -> Remove Payment Block,97,6,False,0.0009093292635796959,436.21666666666664,580.0666666666666,639.8583333333333,651.7,2018-07-04 07:54:00+00:00,2018-07-17 14:15:00+00:00
Remove Payment Block -> Vendor creates debit memo,61,9,False,0.001363993895369544,1117.7166666666667,1317.8,1936.04,2157.733333333333,2018-07-02 21:59:00+00:00,2018-08-09 21:59:00+00:00
Remove Payment Block -> Vendor creates invoice,200,4,False,0.0006062195090531306,303.025,504.59166666666664,812.1966666666667,1017.2666666666667,2018-07-03 21:59:00+00:00,2018-07-10 21:59:00+00:00
SRM: Awaiting Approval -> SRM: Document Completed,861,0,True,0.0,,,,,,
SRM: Change was Transmitted -> Create Purchase Order Item,475,0,False,0.0,,,,,,
SRM: Change was Transmitted -> Record Goods Receipt,57,4,False,0.0006062195090531306,1152.7333333333333,2214.2833333333333,3259.3033333333333,3955.983333333333,2018-07-17 12:36:00+00:00,2018-09-04 12:32:00+00:00
SRM: Change was Transmitted -> Record Service Entry Sheet,7,0,False,0.0,,,,,,
SRM: Change was Transmitted -> SRM: Complete,1,0,False,0.0,,,,,,
SRM: Change was Transmitted -> SRM: Created,6,2,False,0.0003031097545265653,3271.9666666666667,3986.5166666666664,4415.246666666667,4701.066666666667,2018-08-23 09:03:00+00:00,2018-10-18 12:13:00+00:00
SRM: Change was Transmitted -> SRM: In Transfer to Execution Syst.,73,3,False,0.00045466463178984795,4024.9,4084.7250000000004,4120.62,4144.55,2018-07-06 12:10:00+00:00,2018-12-18 13:13:00+00:00
SRM: Change was Transmitted -> SRM: Ordered,20,0,False,0.0,,,,,,
SRM: Change was Transmitted -> Vendor creates debit memo,5,0,False,0.0,,,,,,
SRM: Change was Transmitted -> Vendor creates invoice,156,11,False,0.0016671036498961092,374.95,612.8916666666667,951.35,1358.8,2018-07-03 21:59:00+00:00,2018-07-26 21:59:00+00:00
SRM: Complete -> SRM: Awaiting Approval,861,0,True,0.0,,,,,,
SRM: Created -> Cancel Goods Receipt,2,0,False,0.0,,,,,,
SRM: Created -> Clear Invoice,1,0,False,0.0,,,,,,
SRM: Created -> Create Purchase Order Item,1,0,False,0.0,,,,,,
SRM: Created -> Record Goods Receipt,1,0,False,0.0,,,,,,
SRM: Created -> Record Invoice Receipt,1,0,False,0.0,,,,,,
SRM: Created -> SRM: Complete,847,0,True,0.0,,,,,,
SRM: Created -> SRM: Created,1,0,False,0.0,,,,,,
SRM: Created -> SRM: Incomplete,6,0,False,0.0,,,,,,
SRM: Created -> SRM: Ordered,1,0,False,0.0,,,,,,
SRM: Deleted -> Change Delivery Indicator,1,0,False,0.0,,,,,,
SRM: Deleted -> Change Final Invoice Indicator,4,0,False,0.0,,,,,,
SRM: Deleted -> Change Price,31,0,False,0.0,,,,,,
SRM: Deleted -> Change Quantity,1,0,False,0.0,,,,,,
SRM: Deleted -> Clear Invoice,2,0,False,0.0,,,,,,
SRM: Deleted -> Delete Purchase Order Item,8,0,False,0.0,,,,,,
SRM: Deleted -> Record Goods Receipt,3,0,False,0.0,,,,,,
SRM: Deleted -> SRM: In Transfer to Execution Syst.,5,0,False,0.0,,,,,,
SRM: Document Completed -> Clear Invoice,1,0,False,0.0,,,,,,
SRM: Document Completed -> Create Purchase Order Item,17,0,False,0.0,,,,,,
SRM: Document Completed -> SRM: Change was Transmitted,3,0,False,0.0,,,,,,
SRM: Document Completed -> SRM: Created,1,0,False,0.0,,,,,,
SRM: Document Completed -> SRM: In Transfer to Execution Syst.,564,0,True,0.0,,,,,,
SRM: Document Completed -> SRM: Ordered,273,1,False,0.00015155487726328264,1584.5166666666667,1584.5166666666667,1584.5166666666667,1584.5166666666667,2018-08-23 10:08:00+00:00,2018-08-23 10:08:00+00:00
SRM: Document Completed -> Vendor creates invoice,2,0,False,0.0,,,,,,
SRM: Held -> SRM: Complete,6,0,False,0.0,,,,,,
SRM: In Transfer to Execution Syst. -> Change Price,7,0,False,0.0,,,,,,
SRM: In Transfer to Execution Syst. -> Create Purchase Order Item,148,0,False,0.0,,,,,,
SRM: In Transfer to Execution Syst. -> Record Goods Receipt,4,0,False,0.0,,,,,,
SRM: In Transfer to Execution Syst. -> SRM: Change was Transmitted,133,0,False,0.0,,,,,,
SRM: In Transfer to Execution Syst. -> SRM: Deleted,13,0,False,0.0,,,,,,
SRM: In Transfer to Execution Syst. -> SRM: In Transfer to Execution Syst.,6,0,False,0.0,,,,,,
SRM: In Transfer to Execution Syst. -> SRM: Ordered,562,0,True,0.0,,,,,,
SRM: In Transfer to Execution Syst. -> SRM: Transaction Completed,2,0,False,0.0,,,,,,
SRM: Incomplete -> SRM: Held,6,0,False,0.0,,,,,,
SRM: Ordered -> Create Purchase Order Item,163,0,False,0.0,,,,,,
SRM: Ordered -> SRM: Change was Transmitted,456,0,False,0.0,,,,,,
SRM: Ordered -> SRM: Deleted,42,0,False,0.0,,,,,,
SRM: Ordered -> SRM: In Transfer to Execution Syst.,199,0,False,0.0,,,,,,
SRM: Transaction Completed -> SRM: In Transfer to Execution Syst.,1,1,False,0.00015155487726328264,3741.2,3741.2,3741.2,3741.2,2018-07-06 12:10:00+00:00,2018-07-06 12:10:00+00:00
Set Payment Block -> Cancel Invoice Receipt,1,0,False,0.0,,,,,,
Set Payment Block -> Remove Payment Block,3,3,False,0.00045466463178984795,1161.0666666666666,1339.375,1446.3600000000001,1517.6833333333334,2018-07-06 09:58:00+00:00,2018-07-26 20:28:00+00:00
Update Order Confirmation -> Change Price,2,0,False,0.0,,,,,,
Update Order Confirmation -> Change Quantity,13,0,False,0.0,,,,,,
Update Order Confirmation -> Clear Invoice,4,0,False,0.0,,,,,,
Update Order Confirmation -> Delete Purchase Order Item,8,0,False,0.0,,,,,,
Update Order Confirmation -> Receive Order Confirmation,2,0,False,0.0,,,,,,
Update Order Confirmation -> Record Goods Receipt,77,1,False,0.00015155487726328264,670.7833333333333,670.7833333333333,670.7833333333333,670.7833333333333,2018-07-26 09:05:00+00:00,2018-07-26 09:05:00+00:00
Update Order Confirmation -> Record Invoice Receipt,6,0,False,0.0,,,,,,
Update Order Confirmation -> Update Order Confirmation,9,0,False,0.0,,,,,,
Update Order Confirmation -> Vendor creates debit memo,1,0,False,0.0,,,,,,
Update Order Confirmation -> Vendor creates invoice,36,1,False,0.00015155487726328264,1115.5166666666667,1115.5166666666667,1115.5166666666667,1115.5166666666667,2018-08-13 21:59:00+00:00,2018-08-13 21:59:00+00:00
Vendor creates debit memo -> Cancel Goods Receipt,33,0,False,0.0,,,,,,
Vendor creates debit memo -> Cancel Invoice Receipt,560,259,False,0.039252713211190206,2532.233333333333,2532.233333333333,2532.233333333333,2681.85,2018-07-02 14:00:00+00:00,2018-10-09 10:13:00+00:00
Vendor creates debit memo -> Cancel Subsequent Invoice,78,10,False,0.0015155487726328264,782.9416666666666,1223.6583333333333,1739.253333333333,2556.9333333333334,2018-07-10 14:29:00+00:00,2018-09-28 10:55:00+00:00
Vendor creates debit memo -> Change Delivery Indicator,4,0,False,0.0,,,,,,
Vendor creates debit memo -> Change Price,34,6,False,0.0009093292635796959,231.9,231.9,590.4916666666667,949.0833333333334,2018-07-10 13:53:00+00:00,2018-08-01 11:04:00+00:00
Vendor creates debit memo -> Change Quantity,26,3,False,0.00045466463178984795,131.4,131.4,131.4,131.4,2018-07-06 09:23:00+00:00,2018-07-06 09:23:00+00:00
Vendor creates debit memo -> Clear Invoice,95,13,False,0.0019702134044226743,642.1666666666666,1574.2166666666667,1575.3766666666668,1578.1333333333334,2018-07-05 12:12:00+00:00,2018-08-30 13:39:00+00:00
Vendor creates debit memo -> Create Purchase Order Item,91,37,False,0.005607530458741458,3513.6,3513.6,3513.6,4594.033333333334,2018-07-04 07:08:00+00:00,2018-11-21 08:01:00+00:00
Vendor creates debit memo -> Create Purchase Requisition Item,3,3,False,0.00045466463178984795,2664.016666666667,3540.5166666666664,4066.4166666666665,4417.016666666666,2018-10-04 22:00:00+00:00,2018-11-13 23:00:00+00:00
Vendor creates debit memo -> Delete Purchase Order Item,1,0,False,0.0,,,,,,
Vendor creates debit memo -> Reactivate Purchase Order Item,3,0,False,0.0,,,,,,
Vendor creates debit memo -> Record Goods Receipt,761,17,True,0.002576432913475805,129.31666666666666,132.83333333333334,659.5000000000005,1935.8333333333333,2018-07-02 05:37:00+00:00,2018-08-20 13:49:00+00:00
Vendor creates debit memo -> Record Invoice Receipt,738,115,True,0.017428810885277504,924.5833333333334,1595.0166666666667,2116.413333333334,4600.8,2018-07-02 15:46:00+00:00,2019-01-07 14:47:00+00:00
Vendor creates debit memo -> Record Service Entry Sheet,4,0,False,0.0,,,,,,
Vendor creates debit memo -> Record Subsequent Invoice,1,0,False,0.0,,,,,,
Vendor creates debit memo -> Remove Payment Block,79,1,False,0.00015155487726328264,131.15,131.15,131.15,131.15,2018-07-02 09:08:00+00:00,2018-07-02 09:08:00+00:00
Vendor creates debit memo -> SRM: Created,4,0,False,0.0,,,,,,
Vendor creates debit memo -> Vendor creates debit memo,7,3,False,0.00045466463178984795,1248.0,1332.0,1382.4,1416.0,2018-07-09 21:59:00+00:00,2018-08-16 21:59:00+00:00
Vendor creates debit memo -> Vendor creates invoice,1244,7,True,0.0010608841408429786,480.0,576.0,576.0,576.0,2018-07-06 21:59:00+00:00,2018-07-24 21:59:00+00:00
Vendor creates invoice -> Block Purchase Order Item,19,13,False,0.0019702134044226743,1621.7333333333333,1789.45,1789.45,1789.45,2018-09-05 11:26:00+00:00,2018-09-05 11:43:00+00:00
Vendor creates invoice -> Cancel Goods Receipt,54,1,False,0.00015155487726328264,62.46666666666667,62.46666666666667,62.46666666666667,62.46666666666667,2018-07-03 12:27:00+00:00,2018-07-03 12:27:00+00:00
Vendor creates invoice -> Cancel Invoice Receipt,21,4,False,0.0006062195090531306,707.9083333333333,1342.7291666666667,1365.2816666666668,1380.3166666666666,2018-07-03 11:36:00+00:00,2018-07-09 08:11:00+00:00
Vendor creates invoice -> Cancel Subsequent Invoice,4,1,False,0.00015155487726328264,1600.1166666666666,1600.1166666666666,1600.1166666666666,1600.1166666666666,2018-07-03 14:06:00+00:00,2018-07-03 14:06:00+00:00
Vendor creates invoice -> Change Approval for Purchase Order,73,9,False,0.001363993895369544,1428.0833333333333,2916.0833333333335,3542.1633333333334,3635.0833333333335,2018-07-02 10:08:00+00:00,2018-10-09 12:55:00+00:00
Vendor creates invoice -> Change Delivery Indicator,109,7,False,0.0010608841408429786,226.75,258.8833333333333,378.7100000000001,520.0,2018-07-01 20:14:00+00:00,2018-07-09 15:14:00+00:00
Vendor creates invoice -> Change Price,329,44,False,0.006668414599584437,1045.1,1258.8041666666666,1261.15,4840.4,2018-07-02 08:17:00+00:00,2018-10-23 14:23:00+00:00
Vendor creates invoice -> Change Quantity,1401,93,True,0.014094603585485286,229.55,1168.2666666666667,1168.2666666666667,1265.2666666666667,2018-07-01 20:16:00+00:00,2018-08-14 15:15:00+00:00
Vendor creates invoice -> Change Storage Location,23,0,False,0.0,,,,,,
