case_id,reason,case_min_timestamp,case_max_timestamp,total_events
4507037128_00350,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00370,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00380,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00390,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00400,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00410,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00420,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00430,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00440,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00450,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00460,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00470,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507039632_00040,case_started_after2018,2019-01-09T07:16:00+00:00,2019-01-09T07:17:00+00:00,2
4507041896_00010,left_censored_case_started_before2018,2017-08-18T21:59:00+00:00,2018-08-02T14:06:00+00:00,6
4507041902_00030,case_started_after2018,2019-01-07T13:11:00+00:00,2019-01-07T15:20:00+00:00,3
4507041902_00040,case_started_after2018,2019-01-07T13:11:00+00:00,2019-01-07T15:20:00+00:00,3
4507041902_00050,case_started_after2018,2019-01-07T13:11:00+00:00,2019-01-07T13:11:00+00:00,1
4507041902_00060,case_started_after2018,2019-01-07T13:11:00+00:00,2019-01-07T13:11:00+00:00,1
4508049723_00010,left_censored_case_started_before2018,2017-11-30T22:59:00+00:00,2019-01-03T15:11:00+00:00,6
4508049723_00020,left_censored_case_started_before2018,2017-11-30T22:59:00+00:00,2019-01-03T15:11:00+00:00,6
4508049723_00030,left_censored_case_started_before2018,2017-11-30T22:59:00+00:00,2019-01-03T15:11:00+00:00,6
4508051063_00050,case_started_after2018,2019-01-17T11:27:00+00:00,2019-01-17T11:28:00+00:00,2
4508053096_00020,case_started_after2018,2019-01-03T13:57:00+00:00,2019-01-03T13:59:00+00:00,2
4508053511_00100,case_started_after2018,2019-01-16T14:10:00+00:00,2019-01-16T14:10:00+00:00,1
4508054315_00020,case_started_after2018,2019-01-08T12:45:00+00:00,2019-01-08T12:45:00+00:00,1
4508055376_00060,case_started_after2018,2019-01-10T13:37:00+00:00,2019-01-10T13:37:00+00:00,1
4508057418_00040,case_started_after2018,2019-01-07T09:21:00+00:00,2019-01-08T10:44:00+00:00,2
4508057418_00050,case_started_after2018,2019-01-07T09:23:00+00:00,2019-01-08T10:44:00+00:00,2
4508059128_00040,case_started_after2018,2019-01-17T11:12:00+00:00,2019-01-17T11:12:00+00:00,1
4508062353_00030,case_started_after2018,2019-01-11T10:24:00+00:00,2019-01-11T10:24:00+00:00,2
4508062353_00040,case_started_after2018,2019-01-11T10:24:00+00:00,2019-01-11T10:24:00+00:00,2
4508063150_00020,case_started_after2018,2019-01-09T09:35:00+00:00,2019-01-09T10:31:00+00:00,2
4508065397_00020,case_started_after2018,2019-01-07T09:14:00+00:00,2019-01-17T14:20:00+00:00,2
4508067643_00050,case_started_after2018,2019-01-17T09:00:00+00:00,2019-01-17T09:00:00+00:00,1
4508068511_00200,case_started_after2018,2019-01-08T08:39:00+00:00,2019-01-08T08:39:00+00:00,1
4508068511_00210,case_started_after2018,2019-01-08T08:41:00+00:00,2019-01-16T14:10:00+00:00,2
4508068511_00220,case_started_after2018,2019-01-08T08:44:00+00:00,2019-01-16T14:20:00+00:00,2
4508068511_00230,case_started_after2018,2019-01-16T14:10:00+00:00,2019-01-16T14:10:00+00:00,1
4508068511_00240,case_started_after2018,2019-01-16T14:16:00+00:00,2019-01-16T14:16:00+00:00,1
4508068511_00250,case_started_after2018,2019-01-16T14:18:00+00:00,2019-01-16T14:18:00+00:00,1
4508068511_00260,case_started_after2018,2019-01-16T14:20:00+00:00,2019-01-16T14:20:00+00:00,1
4508069285_00330,case_started_after2018,2019-01-09T07:39:00+00:00,2019-01-09T07:42:00+00:00,3
4508069780_00020,case_started_after2018,2019-01-15T13:22:00+00:00,2019-01-17T11:59:00+00:00,2
4508069992_00060,case_started_after2018,2019-01-16T12:02:00+00:00,2019-01-16T12:08:00+00:00,2
4508071122_00040,case_started_after2018,2019-01-03T08:16:00+00:00,2019-01-14T11:34:00+00:00,2
4508071443_00030,case_started_after2018,2019-01-17T09:44:00+00:00,2019-01-17T09:44:00+00:00,1
4508071463_00130,case_started_after2018,2019-01-14T09:50:00+00:00,2019-01-14T09:50:00+00:00,1
4508071717_00020,case_started_after2018,2019-01-17T14:32:00+00:00,2019-01-17T14:32:00+00:00,1
4508071763_00030,case_started_after2018,2019-01-04T10:28:00+00:00,2019-01-17T07:19:00+00:00,3
4508071764_00020,case_started_after2018,2019-01-07T09:15:00+00:00,2019-01-08T09:02:00+00:00,2
4508071982_00040,case_started_after2018,2019-01-08T11:21:00+00:00,2019-01-09T11:21:00+00:00,4
4508071982_00050,case_started_after2018,2019-01-08T11:23:00+00:00,2019-01-09T11:21:00+00:00,2
4508072208_00050,case_started_after2018,2019-01-10T10:51:00+00:00,2019-01-15T10:36:00+00:00,2
4508072208_00060,case_started_after2018,2019-01-10T10:51:00+00:00,2019-01-10T10:51:00+00:00,1
4508072208_00070,case_started_after2018,2019-01-10T10:51:00+00:00,2019-01-10T10:51:00+00:00,1
4508072487_00060,case_started_after2018,2019-01-02T12:14:00+00:00,2019-01-07T14:42:00+00:00,4
4508072690_00010,left_censored_case_started_before2018,2017-12-08T22:59:00+00:00,2018-12-20T12:29:00+00:00,5
4508073395_00100,case_started_after2018,2019-01-11T12:33:00+00:00,2019-01-11T12:36:00+00:00,2
4508073545_00220,case_started_after2018,2019-01-07T22:59:00+00:00,2019-01-10T10:00:00+00:00,4
4508073881_00030,case_started_after2018,2019-01-11T10:55:00+00:00,2019-01-14T08:58:00+00:00,2
4508073978_00090,case_started_after2018,2019-01-07T13:12:00+00:00,2019-01-07T16:34:00+00:00,2
4508074048_00100,case_started_after2018,2019-01-04T15:04:00+00:00,2019-01-14T12:47:00+00:00,2
4508074052_00140,case_started_after2018,2019-01-15T08:50:00+00:00,2019-01-15T16:34:00+00:00,2
4508074226_00030,case_started_after2018,2019-01-04T08:17:00+00:00,2019-01-04T16:22:00+00:00,2
4508074326_00050,case_started_after2018,2019-01-11T13:17:00+00:00,2019-01-17T09:21:00+00:00,4
4508074817_00020,case_started_after2018,2019-01-15T13:27:00+00:00,2019-01-17T11:50:00+00:00,2
4508074957_00020,case_started_after2018,2019-01-14T11:27:00+00:00,2019-01-14T11:28:00+00:00,2
4508075021_00040,case_started_after2018,2019-01-10T08:22:00+00:00,2019-01-14T10:03:00+00:00,3
4508075126_00180,case_started_after2018,2019-01-07T09:48:00+00:00,2019-01-10T16:27:00+00:00,2
4508075168_00020,case_started_after2018,2019-01-07T15:20:00+00:00,2019-01-11T14:03:00+00:00,4
4508075271_00020,case_started_after2018,2019-01-08T08:59:00+00:00,2019-01-08T08:59:00+00:00,1
4508075359_00020,case_started_after2018,2019-01-10T09:21:00+00:00,2019-01-14T11:41:00+00:00,2
4508075454_00420,case_started_after2018,2019-01-02T09:25:00+00:00,2019-01-02T09:25:00+00:00,1
4508075641_00030,case_started_after2018,2019-01-08T09:45:00+00:00,2019-01-08T09:45:00+00:00,1
4508075689_00020,case_started_after2018,2019-01-17T14:08:00+00:00,2019-01-17T14:08:00+00:00,1
4508075830_00070,case_started_after2018,2019-01-07T08:50:00+00:00,2019-01-08T09:55:00+00:00,2
4508075830_00080,case_started_after2018,2019-01-14T09:55:00+00:00,2019-01-14T09:55:00+00:00,1
4508075858_00030,case_started_after2018,2019-01-14T13:56:00+00:00,2019-01-14T13:56:00+00:00,1
4507075964_00010,left_censored_case_started_before2018,2017-12-16T22:59:00+00:00,2018-04-06T13:58:00+00:00,7
4507075965_00010,left_censored_case_started_before2018,2017-12-21T22:59:00+00:00,2018-02-21T12:54:00+00:00,9
4507075965_00020,left_censored_case_started_before2018,2017-12-21T22:59:00+00:00,2018-01-18T10:07:00+00:00,9
4507075965_00250,left_censored_case_started_before2018,2017-11-13T22:59:00+00:00,2018-01-10T11:35:00+00:00,5
4507075966_00010,left_censored_case_started_before2018,2017-11-23T22:59:00+00:00,2018-09-19T12:40:00+00:00,11
4507075966_00020,left_censored_case_started_before2018,2017-11-23T22:59:00+00:00,2018-09-19T12:40:00+00:00,11
4507075968_00010,left_censored_case_started_before2018,2017-12-22T22:59:00+00:00,2018-09-14T07:22:00+00:00,15
4507075969_00010,left_censored_case_started_before2018,2017-12-20T22:59:00+00:00,2018-10-31T11:10:00+00:00,9
4507075969_00020,left_censored_case_started_before2018,2017-08-18T21:59:00+00:00,2018-10-31T14:37:00+00:00,9
4507075969_00040,left_censored_case_started_before2018,2017-11-02T22:59:00+00:00,2018-11-08T11:11:00+00:00,9
4507075975_00020,left_censored_case_started_before2018,2017-09-25T21:59:00+00:00,2018-04-26T15:21:00+00:00,7
4507075976_00010,left_censored_case_started_before2018,2017-03-01T22:59:00+00:00,2018-03-06T09:53:00+00:00,4
4508076155_00010,left_censored_case_started_before2018,2017-01-25T22:59:00+00:00,2018-08-30T07:37:00+00:00,9
4508076155_00030,left_censored_case_started_before2018,2017-09-08T21:59:00+00:00,2018-08-30T07:37:00+00:00,9
4508076155_00040,left_censored_case_started_before2018,2017-12-01T22:59:00+00:00,2018-08-30T07:37:00+00:00,9
4508076316_00020,case_started_after2018,2019-01-02T08:54:00+00:00,2019-01-02T10:27:00+00:00,2
4508076316_00030,case_started_after2018,2019-01-02T08:54:00+00:00,2019-01-02T10:27:00+00:00,2
4508076316_00040,case_started_after2018,2019-01-02T08:54:00+00:00,2019-01-02T10:27:00+00:00,2
4508076317_00030,case_started_after2018,2019-01-01T22:59:00+00:00,2019-01-08T08:05:00+00:00,6
4508076317_00040,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00050,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00060,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00070,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00080,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00090,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00100,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00110,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00120,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076317_00130,case_started_after2018,2019-01-02T10:28:00+00:00,2019-01-07T08:10:00+00:00,4
4508076318_00020,case_started_after2018,2019-01-02T11:43:00+00:00,2019-01-02T13:07:00+00:00,2
4508076318_00030,case_started_after2018,2019-01-02T11:43:00+00:00,2019-01-02T13:07:00+00:00,2
4508076318_00040,case_started_after2018,2019-01-02T11:43:00+00:00,2019-01-02T13:07:00+00:00,2
4508076319_00020,case_started_after2018,2019-01-02T11:51:00+00:00,2019-01-02T13:07:00+00:00,2
4508076319_00030,case_started_after2018,2019-01-02T11:51:00+00:00,2019-01-02T13:07:00+00:00,2
4508076319_00040,case_started_after2018,2019-01-02T11:51:00+00:00,2019-01-02T13:07:00+00:00,2
4508076319_00050,case_started_after2018,2019-01-02T11:51:00+00:00,2019-01-02T13:07:00+00:00,2
4508076320_00020,case_started_after2018,2019-01-02T11:54:00+00:00,2019-01-02T13:07:00+00:00,2
4508076320_00030,case_started_after2018,2019-01-02T11:54:00+00:00,2019-01-02T13:07:00+00:00,2
4508076320_00040,case_started_after2018,2019-01-02T11:54:00+00:00,2019-01-02T13:07:00+00:00,2
4508076321_00030,case_started_after2018,2019-01-02T12:01:00+00:00,2019-01-02T13:07:00+00:00,2
4508076321_00040,case_started_after2018,2019-01-02T12:01:00+00:00,2019-01-02T13:07:00+00:00,2
4508076321_00050,case_started_after2018,2019-01-02T12:01:00+00:00,2019-01-02T13:07:00+00:00,2
4508076322_00010,case_started_after2018,2019-01-02T12:18:00+00:00,2019-02-01T22:59:00+00:00,4
4508076322_00020,case_started_after2018,2019-01-02T12:18:00+00:00,2019-01-02T13:07:00+00:00,2
4508076322_00030,case_started_after2018,2019-01-02T12:18:00+00:00,2019-01-02T13:07:00+00:00,2
4508076322_00040,case_started_after2018,2019-01-02T12:18:00+00:00,2019-01-02T13:07:00+00:00,2
4508076323_00010,case_started_after2018,2019-01-02T12:24:00+00:00,2019-02-01T22:59:00+00:00,4
4508076323_00020,case_started_after2018,2019-01-02T12:24:00+00:00,2019-01-02T13:07:00+00:00,2
4508076323_00030,case_started_after2018,2019-01-02T12:24:00+00:00,2019-01-02T13:07:00+00:00,2
4508076323_00040,case_started_after2018,2019-01-02T12:24:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00010,case_started_after2018,2019-01-01T22:59:00+00:00,2019-01-02T16:52:00+00:00,4
4508076324_00020,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00030,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00040,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00050,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00060,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00070,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00080,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00090,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00100,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00110,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076324_00120,case_started_after2018,2019-01-02T12:38:00+00:00,2019-01-02T13:07:00+00:00,2
4508076325_00020,case_started_after2018,2019-01-02T12:47:00+00:00,2019-01-02T13:07:00+00:00,2
4508076325_00030,case_started_after2018,2019-01-02T12:47:00+00:00,2019-01-02T13:07:00+00:00,2
4508076325_00040,case_started_after2018,2019-01-02T12:47:00+00:00,2019-01-02T13:07:00+00:00,2
4508076330_00020,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00030,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00040,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00050,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00060,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00070,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00080,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00090,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00100,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00110,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076330_00120,case_started_after2018,2019-01-07T07:45:00+00:00,2019-01-07T08:10:00+00:00,2
4508076334_00110,case_started_after2018,2019-01-02T22:59:00+00:00,2019-01-10T10:50:00+00:00,5
4508076334_00120,case_started_after2018,2019-01-02T22:59:00+00:00,2019-01-10T10:50:00+00:00,5
4508076335_00020,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00050,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00060,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00070,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00080,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00090,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00100,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00110,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00120,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076335_00130,case_started_after2018,2019-01-09T10:37:00+00:00,2019-01-09T10:39:00+00:00,2
4508076336_00010,case_started_after2018,2019-01-01T22:59:00+00:00,2019-01-09T16:56:00+00:00,5
4508076337_00010,case_started_after2018,2019-01-01T22:59:00+00:00,2019-01-09T15:15:00+00:00,4
4508076337_00020,case_started_after2018,2019-01-01T22:59:00+00:00,2019-01-16T16:23:00+00:00,5
4508076337_00030,case_started_after2018,2019-01-09T11:28:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00040,case_started_after2018,2019-01-09T11:28:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00050,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00060,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00070,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00080,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00090,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00100,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00110,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00120,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00130,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00140,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00150,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00160,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00170,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00180,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00190,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00200,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00210,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00220,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00230,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076337_00240,case_started_after2018,2019-01-09T11:48:00+00:00,2019-01-09T13:27:00+00:00,2
4508076338_00010,case_started_after2018,2019-01-01T22:59:00+00:00,2019-01-10T10:50:00+00:00,5
4508076338_00020,case_started_after2018,2019-01-01T22:59:00+00:00,2019-01-09T15:12:00+00:00,4
4508076341_00010,case_started_after2018,2019-01-02T22:59:00+00:00,2019-01-11T15:59:00+00:00,4
4508076345_00010,case_started_after2018,2019-01-11T13:43:00+00:00,2019-01-11T14:34:00+00:00,3
4508076345_00020,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00030,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00040,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00050,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00060,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00070,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00080,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00090,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00100,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00110,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00120,case_started_after2018,2019-01-11T13:46:00+00:00,2019-01-11T14:34:00+00:00,2
4508076345_00130,case_started_after2018,2019-01-06T22:59:00+00:00,2019-01-17T14:50:00+00:00,4
4508076346_00010,case_started_after2018,2019-01-10T22:59:00+00:00,2019-01-15T15:08:00+00:00,4
4508076346_00020,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00030,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00040,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00050,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00060,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00070,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00080,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00090,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00100,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00110,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076346_00120,case_started_after2018,2019-01-15T07:45:00+00:00,2019-01-15T08:51:00+00:00,2
4508076347_00010,case_started_after2018,2019-01-07T22:59:00+00:00,2019-01-17T09:54:00+00:00,4
4508076348_00010,case_started_after2018,2019-01-07T22:59:00+00:00,2019-01-17T14:59:00+00:00,4
4508076348_00020,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00030,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00040,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00050,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00060,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00070,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00080,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00090,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00100,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
4508076348_00110,case_started_after2018,2019-01-17T13:32:00+00:00,2019-01-17T14:00:00+00:00,2
